text,label,label_name,text_original,tokenized_text,sent_token_length,sent_bert_token_length,char_count,Character Count
"yo no entiendo por que le dan acción de opinar a esta c@usuario@usuario@usuario de abogaducho, este es más corrupto que su cliente cacastillo chanchos de la misma basura💩🤬",0,Negative,"YO NO ENTIENDO POR QUE LE DAN ACCIÓN DE OPINAR A ESTA C@G@D@ DE ABOGADUCHO, ESTE ES MÁS CORRUPTO QUE SU CLIENTE CACASTILLO… CHANCHOS DE LA MISMA BASURA💩🤬",yo no entiendo por que le dan acción de opinar a esta c usuario usuario usuario de abogaducho  este es más corrupto que su cliente cacastillo chanchos de la misma basura💩🤬,28,35,171,171
"lo que el oligifrenico de ortiz al igual que los cuadrupedos fujimoristas no entenderan jamas, es que asi castillo sea vacado, la chancha forajida de keiko no sera presidenta😅😅😅",0,Negative,"Lo que el oligifrenico de Ortiz al igual que los cuadrupedos fujimoristas no entenderan jamas, es que asi castillo sea vacado, la chancha forajida de keiko no sera presidenta😅😅😅😅😅😅😅",lo que el oligifrenico de ortiz al igual que los cuadrupedos fujimoristas no entenderan jamas  es que asi castillo sea vacado  la chancha forajida de keiko no sera presidenta😅😅😅,29,43,177,177
para este tío todos son terrucos 😅😅😅,0,Negative,PARA ESTE TÍO TODOS SON TERRUCOS 😅😅😅😅😅,para este tío todos son terrucos 😅😅😅,7,9,36,36
"ni aun gana su partido y ya esta alucinando, presentandose de forma amenazadora, asi piensan gobernar el perú? 🙄",0,Negative,"Ni aun gana su partido y ya esta alucinando, presentandose de forma amenazadora, asi piensan gobernar el Perú? 🙄",ni aun gana su partido y ya esta alucinando  presentandose de forma amenazadora  asi piensan gobernar el perú  🙄,19,23,112,112
"aunque duele mucho y respeto mucho a las mujeres, pero el sr andrés hurdato tiene toda la razón.. si fuera yo en mis plenos cabales le meto un lapo para q reaccione esa mujer! como va traer tantos hijos al mundo viendo su cituacion... hay una frase que dice: los millonarios llevan 5 años de tratamiento para tener un hijo nostros los pobres una metida sas 5 bendiciones 🤐🤐🤐,  q gran verdd",0,Negative,"Aunque duele mucho y respeto mucho a las mujeres, pero el Sr Andrés hurdato tiene toda la razón.. Si fuera yo en mis plenos cabales le meto un lapo para q reaccione esa mujer! Como va traer tantos hijos al mundo viendo su cituacion... Hay una frase que dice: Los millonarios llevan 5 años de tratamiento para tener un hijo nostros los pobres una metida sas 5 bendiciones 🤐🤐🤐🤐,  q gran verdd",aunque duele mucho y respeto mucho a las mujeres  pero el sr andrés hurdato tiene toda la razón   si fuera yo en mis plenos cabales le meto un lapo para q reaccione esa mujer  como va traer tantos hijos al mundo viendo su cituacion    hay una frase que dice  los millonarios llevan 5 años de tratamiento para tener un hijo nostros los pobres una metida sas 5 bendiciones 🤐🤐🤐   q gran verdd,72,86,389,389
que falta de respeto para el burro si hablara los manda al recon...😂😂😂,0,Negative,Que falta de respeto para el burro si hablara los manda al recon.....😂😂😂,que falta de respeto para el burro si hablara los manda al recon   😂😂😂,13,15,70,70
"empieza diciendo ""como muchos de ustedes son taraos"" y el otro gil se quema al meter el aceite con agua en la olla 🤣🤣🤣 babas :v",0,Negative,"Empieza diciendo ""como muchos de ustedes son taraos"" y el otro gil se quema al meter el aceite con agua en la olla 🤣🤣🤣 babas :v",empieza diciendo  como muchos de ustedes son taraos  y el otro gil se quema al meter el aceite con agua en la olla 🤣🤣🤣 babas  v,26,28,127,127
"ese pelao creo q contrato a la orquesta, porq esta q quita el micro por las huevas.😡😡",0,Negative,"Ese pelao creo q contrato a la orquesta, porq esta q quita el micro por las huevas.😡😡",ese pelao creo q contrato a la orquesta  porq esta q quita el micro por las huevas 😡😡,17,20,85,85
jaja cabronasooo... eres un cague de risa...!!! 🤣🤣🤣😂😂😂,2,Positive,Jajajajajjajajajajajajjajajajajajajajajjaj cabronasoooooo..... Eres un cague de risa.....!!!! 🤣🤣🤣🤣🤣😂😂😂😂,jaja cabronasooo    eres un cague de risa       🤣🤣🤣😂😂😂,8,12,54,54
no sé puede culpar al chamo porque es un acto de sobrevivencia lo malo es que te denigren al escuchar tu acento porque es muy educado y hablar venezolano no es hablar malandro y lo triste es que te rechacen por tu acento y que tengas que decidir entre ser orgulloso de tus raíces a mezclarte con ellos  aquí en venezuela hay de todos los países 🤔y cada quien habla con su acento colombianos peruanos portugueses chinos a la persona se le quiere por cómo es no por su nacionalidad!,1,Neutral,No sé puede culpar al chamo porque es un acto de sobrevivencia Lo malo es que te denigren al escuchar tu acento Porque es muy educado y hablar venezolano no es hablar malandro Y lo triste es que te rechacen por tu acento Y que tengas que decidir entre ser orgulloso de tus raíces a mezclarte con ellos  Aquí en Venezuela hay de todos los países 🤔Y cada quien habla con su acento Colombianos peruanos portugueses chinos A la persona se le quiere por cómo es no por su nacionalidad!,no sé puede culpar al chamo porque es un acto de sobrevivencia lo malo es que te denigren al escuchar tu acento porque es muy educado y hablar venezolano no es hablar malandro y lo triste es que te rechacen por tu acento y que tengas que decidir entre ser orgulloso de tus raíces a mezclarte con ellos  aquí en venezuela hay de todos los países 🤔y cada quien habla con su acento colombianos peruanos portugueses chinos a la persona se le quiere por cómo es no por su nacionalidad ,90,98,480,480
no te vayas a olvidar hamtaro 😍🥰 siempre veía esa serie antes de ir al colegio,1,Neutral,No te vayas a olvidar hamtaro 😍🥰 siempre veía esa serie antes de ir al colegio,no te vayas a olvidar hamtaro 😍🥰 siempre veía esa serie antes de ir al colegio,16,17,78,78
isamar negraaa! !  las fijaaas  😀😀😀,2,Positive,Isamar negraaaaa! !  Las fijaaaaas  😀😀😀😀😀,isamar negraaa     las fijaaas  😀😀😀,6,12,35,35
dile a tu chica que se la tome ahorita mismo,1,Neutral,Dile a tu chica que se la tome ahorita mismo,dile a tu chica que se la tome ahorita mismo,10,10,44,44
maria esther calderon bayona vamos el miércoles 🙈🙈🙈,1,Neutral,Maria Esther Calderon Bayona vamos el miércoles 🙈🙈🙈,maria esther calderon bayona vamos el miércoles 🙈🙈🙈,8,9,51,51
ahora entiendo porque estabas desesperado en ir a tú casa el día del huayco .🤣,1,Neutral,Ahora entiendo porque estabas desesperado en ir a tú casa el día del huayco .🤣,ahora entiendo porque estabas desesperado en ir a tú casa el día del huayco  🤣,15,17,78,78
ese mayimbuu es tarao las 24 horas o descansa..😂,0,Negative,Ese mayimbuu es tarao las 24 horas o descansa..😂,ese mayimbuu es tarao las 24 horas o descansa  😂,9,14,48,48
ese gilero monce de medio pelo siempre hablando 🥚das 😆,0,Negative,Ese gilero monce de medio pelo siempre hablando 🥚das 😆,ese gilero monce de medio pelo siempre hablando 🥚das 😆,10,12,54,54
-haz cola - dijo uno,1,Neutral,-Haz cola - dijo uno, haz cola   dijo uno,5,7,20,20
jaja alessia h chiabra idolaa la amo no puedo con el comercial😂️,2,Positive,JAJAAJAJ Alessia H Chiabra IDOLAA la amo no puedo con el comercial😂❤️,jaja alessia h chiabra idolaa la amo no puedo con el comercial😂️,12,16,64,64
cara de atrás ablando de cholos la gringa 🤣🤣🤣xd imajinate,0,Negative,Cara de atrás ablando de cholos la gringa 🤣🤣🤣🤣🤣XD imajinate,cara de atrás ablando de cholos la gringa 🤣🤣🤣xd imajinate,10,16,57,57
😂 jaja 😂 🤣 jaja buena mi maripia si les pica que se rasquen y si les duele que se tomen una pastillita de ( pingaspirina)...chaito besitos,0,Negative,😂 jajaja 😂 🤣 jajajaja buena mi Maripia si les pica que se rasquen y si les duele que se tomen una pastillita de ( pingaspirina)......chaito besitos,😂 jaja 😂 🤣 jaja buena mi maripia si les pica que se rasquen y si les duele que se tomen una pastillita de   pingaspirina    chaito besitos,27,37,138,138
"haciendo el ridiculo internacionalmente,con de las vacunas,que los diarios y noticieros chilenos,se han reído,que más te queda beto,poniendo la agenda política y desestabilizando al país,intereses de quién ,seguro de la señora k,una semana de reportaje todo mermelero. sin duda tu corazón es naranja🤮",0,Negative,"Haciendo el ridiculo internacionalmente,con de las vacunas,que los diarios y noticieros chilenos,se han reído,que más te queda Beto,poniendo la agenda política y desestabilizando al país,intereses de quién ,seguro de la señora K,una semana de reportaje todo mermelero. Sin duda tu corazón es naranja🤮",haciendo el ridiculo internacionalmente con de las vacunas que los diarios y noticieros chilenos se han reído que más te queda beto poniendo la agenda política y desestabilizando al país intereses de quién  seguro de la señora k una semana de reportaje todo mermelero  sin duda tu corazón es naranja🤮,43,64,300,300
su pan con nata con chocolate... luego su calderón de cabeza y x último un rico huevito doble yema con papitas y arroz con su ensaladita y si aún pueden un chicharrón 🤭🤭🤭,2,Positive,Su pan con nata con chocolate... luego su Calderón de cabeza y x último un rico huevito doble yema con papitas y arroz con su ensaladita y si aún pueden un chicharrón 🤭🤭🤭,su pan con nata con chocolate    luego su calderón de cabeza y x último un rico huevito doble yema con papitas y arroz con su ensaladita y si aún pueden un chicharrón 🤭🤭🤭,33,40,170,170
darwin camasca jaja tan tu con tus karaokes caseros 😂,1,Neutral,Darwin Camasca Jajajajajajajaja tan tu con tus karaokes caseros 😂,darwin camasca jaja tan tu con tus karaokes caseros 😂,10,15,53,53
q no haríamos x nuestros viejos 🥰,2,Positive,Q no haríamos x nuestros viejos 🥰,q no haríamos x nuestros viejos 🥰,7,8,33,33
hay cuidado te coma el cuco leiva jaja 😂,0,Negative,Hay cuidado te coma el cuco leiva jajaja 😂,hay cuidado te coma el cuco leiva jaja 😂,9,11,40,40
"si nos logra clasificar al mundial ⚽, x segunda vez consecutiva ; será catapultado en la historia deportiva del perú..por delante de didi y del recordado marco calderón. ama al perú más q un propio peruano.",2,Positive,"Si nos logra clasificar al mundial ⚽, x segunda vez consecutiva ; será catapultado en la historia deportiva del Perú..por delante de Didi y del recordado Marco Calderón. Ama al Perú más q un propio peruano.",si nos logra clasificar al mundial ⚽  x segunda vez consecutiva   será catapultado en la historia deportiva del perú  por delante de didi y del recordado marco calderón  ama al perú más q un propio peruano ,36,44,206,206
todo lo que causan las mujeres 😃,2,Positive,Todo lo que causan las mujeres 😃,todo lo que causan las mujeres 😃,7,7,32,32
"y ahora los barristas, espero que se hayan lavado bien el cuerpo, carcosos",0,Negative,"Y ahora los barristas, espero que se hayan lavado bien el cuerpo, carcosos",y ahora los barristas  espero que se hayan lavado bien el cuerpo  carcosos,13,16,74,74
falto los chifles con jugo de pavo de cafe taxi!!! ️ baaasico!,2,Positive,Falto los chifles con jugo de pavo de cafe taxi!!!! ❤️ baaasico!,falto los chifles con jugo de pavo de cafe taxi    ️ baaasico ,12,17,62,62
carlos ulloa lo tuyo es catalogado como juergon 😂.,2,Positive,Carlos Ulloa lo tuyo es catalogado como juergon 😂.,carlos ulloa lo tuyo es catalogado como juergon 😂 ,9,14,50,50
"todos son buenos , tapia te pasaste  buen jugador 👏👏👏 viva el perú!!!",2,Positive,"Todos son buenos , TAPIA te pasaste  buen jugador 👏👏👏👏👏👏 viva el Perú!!!!",todos son buenos   tapia te pasaste  buen jugador 👏👏👏 viva el perú   ,13,16,69,69
critica la palabra chupar y ella habla chambear total 🤣🤣,1,Neutral,Critica la palabra chupar y ella habla chambear total 🤣🤣,critica la palabra chupar y ella habla chambear total 🤣🤣,10,12,56,56
ala mela  que tiempos aquellos 😆😆😆,2,Positive,ALA MELA … que tiempos aquellos 😆😆😆😆…,ala mela  que tiempos aquellos 😆😆😆,6,8,34,34
"estupida, babosa, ubícate!!! increíble. ni siquiera sabes cómo te has vestido porque simplemente no conoces tu país!!! imb...🤬🤬🤬",0,Negative,"Estupida, babosa, ubícate!!! Increíble. Ni siquiera sabes cómo te has vestido porque simplemente no conoces tu país!!! Imb...🤬🤬🤬🤬",estupida  babosa  ubícate    increíble  ni siquiera sabes cómo te has vestido porque simplemente no conoces tu país    imb   🤬🤬🤬,18,24,128,128
bien ahí cuevita con las tabas de 3 pisos. 🤣.,0,Negative,Bien ahí Cuevita con las tabas de 3 pisos. 🤣.,bien ahí cuevita con las tabas de 3 pisos  🤣 ,10,13,45,45
yo prefiero ceviche con chicharrón!!!😋😋😋,1,Neutral,Yo prefiero ceviche con chicharrón!!!😋😋😋😋,yo prefiero ceviche con chicharrón   😋😋😋,5,8,40,40
despertar con  el mostrito alado es como ir a kgar sin papel 😓😓😓🔥🔥🔥,2,Positive,Despertar con  el mostrito alado ES COMO IR A KGAR SIN PAPEL 😓😓😓🔥🔥🔥,despertar con  el mostrito alado es como ir a kgar sin papel 😓😓😓🔥🔥🔥,13,18,67,67
"amaría amaría amaría viajar junto con mi mejor amiga al norte, después de tanto estrés de los finales de la u siento que nos merecemos un viajecito para relajar y de paso chapar un poquito de sol que estamos maaas blancas 🙄🙄🙄 pero bien parecidas a ustedes somos misias pero ruterasas ! 🤟🏻",2,Positive,"Amaría amaría amaría viajar junto con mi mejor amiga al norte, después de tanto estrés de los finales de la u siento que nos merecemos un viajecito para relajar y de paso chapar un poquito de sol que estamos MAAAAAS blancas 🙄🙄🙄 Pero bien parecidas a ustedes somos misias pero RUTERASAS ! 🤟🏻",amaría amaría amaría viajar junto con mi mejor amiga al norte  después de tanto estrés de los finales de la u siento que nos merecemos un viajecito para relajar y de paso chapar un poquito de sol que estamos maaas blancas 🙄🙄🙄 pero bien parecidas a ustedes somos misias pero ruterasas   🤟🏻,53,61,288,288
